,Window,Status,GRE,GPA,Work Experience,TOEFL,IELTS
183,F2020,Reject,307.0,66.2,22.0,94.0,
184,F2020,Reject,317.0,73.245,2.0,106.0,
185,F2020,Reject,314.0,67.545,25.0,103.0,
186,F2020,Reject,307.0,69.92,27.0,94.0,
187,F2020,Reject,315.0,82.08000000000001,49.0,106.0,
188,F2020,Reject,307.0,69.92,48.0,103.0,
189,F2021,Reject,316.0,72.675,54.0,95.0,
190,F2021,Reject,307.0,85.0,40.0,0.0,
191,F2020,Reject,308.0,71.915,20.0,104.0,
192,F2020,Reject,309.0,71.155,17.0,,7.0
193,F2020,Reject,315.0,74.1,24.0,101.0,
194,F2021,Reject,299.0,66.88,51.0,91.0,
195,F2020,Reject,308.0,75.24,58.0,102.0,
196,F2020,Reject,307.0,85.12,44.0,,7.0
197,F2020,Reject,313.0,62.0,30.0,,8.0
198,F2021,Reject,311.0,67.2,12.0,96.0,
199,F2020,Reject,320.0,71.25,,109.0,
200,F2020,Reject,307.0,83.60000000000001,28.0,,7.0
